"RMNI","Rimini Street, Inc.","Software - Application","177.32M"
"RMR","The RMR Group Inc.","Real Estate Services","795.17M"
"RMTI","Rockwell Medical, Inc.","Drug Manufacturers - Specialty & Generic","53.36M"
"RNA","Avidity Biosciences, Inc.","Biotechnology","3.95B"
"RNAC","Cartesian Therapeutics, Inc.","Biotechnology","307.86M"
"RNAZ","TransCode Therapeutics, Inc.","Biotechnology","4.56M"
"RNG","RingCentral, Inc.","Software - Application","3.25B"
"RNGR","Ranger Energy Services, Inc.","Oil & Gas Equipment & Services","267.12M"
"RNLX","Renalytix Plc","Health Information Services","34.34M"
"RNR","RenaissanceRe Holdings Ltd.","Insurance - Reinsurance","12.24B"
"RNST","Renasant Corporation","Banks - Regional","2.09B"
"RNW","ReNew Energy Global Plc","Utilities - Renewable","2.19B"
"RNXT","RenovoRx, Inc.","Biotechnology","29.46M"
"ROAD","Construction Partners, Inc.","Engineering & Construction","2.99B"
"ROCK","Gibraltar Industries, Inc.","Building Products & Equipment","2.04B"
"ROCL","Roth Ch Acquisition V Co.","Shell Companies","65.25M"
"ROG","Rogers Corporation","Electronic Components","2.07B"
"ROIC","Retail Opportunity Investments Corp.","REIT - Retail","1.94B"
"ROIV","Roivant Sciences Ltd.","Biotechnology","7.77B"
"ROK","Rockwell Automation, Inc.","Specialty Industrial Machinery","28.90B"
"ROKU","Roku, Inc.","Entertainment","7.66B"
"ROL","Rollins, Inc.","Personal Services","23.25B"
"ROMA","Roma Green Finance Limited","Consulting Services","5.90M"
"ROOT","Root, Inc.","Insurance - Property & Casualty","840.51M"
"ROP","Roper Technologies, Inc.","Software - Application","57.38B"
"ROST","Ross Stores, Inc.","Apparel Retail","46.78B"
"RPAY","Repay Holdings Corporation","Software - Infrastructure","938.05M"
"RPD","Rapid7, Inc.","Software - Infrastructure","2.20B"
"RPHM","Reneo Pharmaceuticals, Inc.","Biotechnology","48.13M"
"RPID","Rapid Micro Biosystems, Inc.","Medical Devices","34.08M"
"RPM","RPM International Inc.","Specialty Chemicals","15.17B"
"RPRX","Royalty Pharma plc","Biotechnology","12.90B"
"RPTX","Repare Therapeutics Inc.","Biotechnology","139.65M"
"RR","Richtech Robotics Inc.","Specialty Industrial Machinery","96.71M"
"RRAC","Rigel Resource Acquisition Corp.","Shell Companies","365.28M"
"RRBI","Red River Bancshares, Inc.","Banks - Regional","352.89M"
"RRC","Range Resources Corporation","Oil & Gas Exploration & Production","7.00B"
"RRGB","Red Robin Gourmet Burgers, Inc.","Restaurants","89.09M"
"RRR","Red Rock Resorts, Inc.","Resorts & Casinos","3.07B"
"RRX","Regal Rexnord Corporation","Specialty Industrial Machinery","10.05B"
"RS","Reliance, Inc.","Steel","16.49B"
"RSG","Republic Services, Inc.","Waste Management","62.81B"
"RSI","Rush Street Interactive, Inc.","Gambling","2.28B"
"RSKD","Riskified Ltd.","Software - Application","1.00B"
"RSLS","ReShape Lifesciences Inc.","Medical Devices","5.35M"
"RSSS","Research Solutions, Inc.","Software - Application","85.22M"
"RSVR","Reservoir Media, Inc.","Entertainment","480.28M"
"RTC","Baijiayun Group Ltd","Software - Application","339.23M"
"RTO","Rentokil Initial plc","Specialty Business Services","15.31B"
"RTX","RTX Corporation","Aerospace & Defense","154.89B"
"RUM","Rumble Inc.","Software - Application","2.33B"
"RUN","Sunrun Inc.","Solar","3.71B"
"RUSHA","Rush Enterprises, Inc.","Auto & Truck Dealerships","4.04B"
"RUSHB","Rush Enterprises, Inc.","Auto & Truck Dealerships","3.93B"
"RVLV","Revolve Group, Inc.","Internet Retail","1.32B"
"RVMD","Revolution Medicines, Inc.","Biotechnology","7.26B"
"RVNC","Revance Therapeutics, Inc.","Biotechnology","334.23M"
"RVP","Retractable Technologies, Inc.","Medical Instruments & Supplies","31.43M"
"RVPH","Reviva Pharmaceuticals Holdings, Inc.","Biotechnology","30.12M"
"RVSB","Riverview Bancorp, Inc.","Banks - Regional","96.48M"
"RVSN","Rail Vision Ltd.","Railroads","10.72M"
"RVTY","Revvity, Inc.","Diagnostics & Research","15.21B"
"RVYL","Ryvyl Inc.","Software - Infrastructure","11.39M"
"RWAY","Runway Growth Finance Corp.","Credit Services","443.68M"
"RWT","Redwood Trust, Inc.","REIT - Mortgage","931.68M"
"RXO","RXO, Inc.","Trucking","3.48B"
"RXRX","Recursion Pharmaceuticals, Inc.","Biotechnology","1.83B"
"RXST","RxSight, Inc.","Medical Devices","1.63B"
"RXT","Rackspace Technology, Inc.","Software - Infrastructure","456.66M"
"RY","Royal Bank of Canada","Banks - Diversified","151.76B"
"RYAAY","Ryanair Holdings plc","Airlines","17.84B"
"RYAM","Rayonier Advanced Materials Inc.","Chemicals","390.83M"
"RYAN","Ryan Specialty Holdings, Inc.","Insurance - Specialty","17.88B"
"RYDE","Ryde Group Ltd.","Software - Application","111.18M"
"RYI","Ryerson Holding Corporation","Metal Fabrication","676.32M"
"RYN","Rayonier Inc.","REIT - Specialty","4.64B"
"RYTM","Rhythm Pharmaceuticals, Inc.","Biotechnology","2.69B"
"RZLT","Rezolute, Inc.","Biotechnology","220.96M"
"S","SentinelOne, Inc.","Software - Infrastructure","6.61B"
"SA","Seabridge Gold Inc.","Gold","1.39B"
"SABR","Sabre Corporation","Software - Infrastructure","1.20B"
"SABS","SAB Biotherapeutics, Inc.","Biotechnology","24.00M"
"SACH","Sachem Capital Corp.","REIT - Mortgage","115.29M"
"SAFE","Safehold Inc.","REIT - Diversified","1.67B"
"SAFT","Safety Insurance Group, Inc.","Insurance - Property & Casualty","1.22B"
"SAGE","Sage Therapeutics, Inc.","Biotechnology","586.08M"
"SAH","Sonic Automotive, Inc.","Auto & Truck Dealerships","1.89B"
"SAI","SAI.TECH Global Corporation","Capital Markets","20.46M"
"SAIA","Saia, Inc.","Trucking","10.19B"
"SAIC","Science Applications International Corporation","Information Technology Services","6.30B"
"SAM","The Boston Beer Company, Inc.","Beverages - Brewers","3.27B"
"SAMG","Silvercrest Asset Management Group Inc.","Asset Management","152.85M"
"SAN","Banco Santander, S.A.","Banks - Diversified","67.02B"
"SANA","Sana Biotechnology, Inc.","Biotechnology","1.12B"
"SAND","Sandstorm Gold Ltd.","Gold","1.64B"
"SANG","Sangoma Technologies Corporation","Software - Infrastructure","168.33M"
"SANM","Sanmina Corporation","Electronic Components","3.55B"
"SANW","S&W Seed Company","Farm Products","16.44M"
"SAP","SAP SE","Software - Application","238.81B"
"SAR","Saratoga Investment Corp.","Asset Management","311.89M"
"SASR","Sandy Spring Bancorp, Inc.","Banks - Regional","1.29B"
"SATL","Satellogic Inc.","Aerospace & Defense","90.49M"
"SATS","EchoStar Corporation","Communication Equipment","5.29B"
"SATX","Satixfy Communications Ltd.","Communication Equipment","56.55M"
"SAVA","Cassava Sciences, Inc.","Biotechnology","1.40B"
"SAVE","Spirit Airlines, Inc.","Airlines","302.22M"
"SB","Safe Bulkers, Inc.","Marine Shipping","508.23M"
"SBAC","SBA Communications Corporation","REIT - Specialty","24.68B"
"SBCF","Seacoast Banking Corporation of Florida","Banks - Regional","2.16B"
"SBET","SharpLink Gaming Ltd.","Gambling","2.09M"
"SBEV","Splash Beverage Group, Inc.","Beverages - Wineries & Distilleries","14.09M"
"SBFG","SB Financial Group, Inc.","Banks - Regional","113.26M"
"SBFM","Sunshine Biopharma, Inc.","Drug Manufacturers - Specialty & Generic","5.48M"
"SBGI","Sinclair Broadcast Group, Inc.","Broadcasting","896.05M"
"SBH","Sally Beauty Holdings, Inc.","Specialty Retail","1.06B"
"SBLK","Star Bulk Carriers Corp.","Marine Shipping","2.44B"
"SBR","Sabine Royalty Trust","Oil & Gas Midstream","889.34M"
"SBRA","Sabra Health Care REIT, Inc.","REIT - Healthcare Facilities","3.80B"
"SBS","Companhia de Saneamento Básico do Estado de São Paulo - SABESP","Utilities - Regulated Water","10.76B"
"SBSI","Southside Bancshares, Inc.","Banks - Regional","997.58M"
"SBSW","Sibanye Stillwater Limited","Other Precious Metals & Mining","3.10B"
"SBT","Sterling Bancorp, Inc. (Southfield, MI)","Banks - Regional","286.66M"
"SBUX","Starbucks Corporation","Restaurants","85.99B"
"SBXC","SilverBox Corp III","Shell Companies","184.40M"
"SCCO","Southern Copper Corporation","Copper","77.72B"
"SCHL","Scholastic Corporation","Publishing","831.15M"
"SCHW","The Charles Schwab Corporation","Capital Markets","112.66B"
"SCI","Service Corporation International","Personal Services","10.69B"
"SCKT","Socket Mobile, Inc.","Computer Hardware","7.55M"
"SCL","Stepan Company","Specialty Chemicals","1.75B"
"SCLX","Scilex Holding Company","Drug Manufacturers - General","261.77M"
"SCM","Stellus Capital Investment Corporation","Asset Management","333.66M"
"SCNI","Scinai Immunotherapeutics Ltd.","Biotechnology","2.34M"
"SCOR","comScore, Inc.","Internet Content & Information","58.01M"
"SCPH","scPharmaceuticals Inc.","Biotechnology","162.97M"
"SCPX","Scorpius Holdings, Inc.","Biotechnology","2.91M"
"SCS","Steelcase Inc.","Business Equipment & Supplies","1.55B"
"SCSC","ScanSource, Inc.","Electronics & Computer Distribution","1.17B"
"SCVL","Shoe Carnival, Inc.","Apparel Retail","1.04B"
"SCWO","374Water Inc.","Pollution & Treatment Controls","145.94M"
"SCWX","SecureWorks Corp.","Software - Infrastructure","706.34M"
"SCYX","SCYNEXIS, Inc.","Drug Manufacturers - Specialty & Generic","73.29M"
"SD","SandRidge Energy, Inc.","Oil & Gas Exploration & Production","464.81M"
"SDA","SunCar Technology Group Inc.","Auto & Truck Dealerships","826.18M"
"SDGR","Schrödinger, Inc.","Health Information Services","1.47B"
"SDHC","Smith Douglas Homes Corp.","Real Estate - Development","272.90M"
"SDIG","Stronghold Digital Mining, Inc.","Capital Markets","34.62M"
"SDOT","Sadot Group Inc.","Farm Products","24.14M"
"SDRL","Seadrill Limited","Oil & Gas Drilling","3.36B"
"SDST","Stardust Power Inc.","Electrical Equipment & Parts","705.26M"
"SE","Sea Limited","Internet Retail","34.89B"
"SEAT","Vivid Seats Inc.","Internet Content & Information","909.51M"
"SEB","Seaboard Corporation","Conglomerates","3.10B"
"SEDA","SDCL EDGE Acquisition Corporation","Shell Companies","204.49M"
"SEDG","SolarEdge Technologies, Inc.","Solar","1.45B"
"SEE","Sealed Air Corporation","Packaging & Containers","5.29B"
"SEED","Origin Agritech Limited","Agricultural Inputs","16.13M"
"SEEL","Seelos Therapeutics, Inc.","Biotechnology","829.33K"
"SEER","Seer, Inc.","Biotechnology","119.48M"
"SEG","Seaport Entertainment Group Inc.","Other","318.60M"
"SEIC","SEI Investments Company","Asset Management","8.50B"
"SELF","Global Self Storage, Inc.","REIT - Specialty","55.96M"
"SELX","Semilux International Ltd.","Electronic Components","44.17M"
"SEM","Select Medical Holdings Corporation","Medical Care Facilities","4.44B"
"SEMR","Semrush Holdings, Inc.","Software - Application","1.94B"
"SENEA","Seneca Foods Corporation","Packaged Foods","415.58M"
"SENEB","Seneca Foods Corporation","Packaged Foods","410.99M"
"SENS","Senseonics Holdings, Inc.","Medical Devices","207.05M"
"SER","Serina Therapeutics Inc","Biotechnology","76.55M"
"SERA","Sera Prognostics, Inc.","Medical Devices","257.29M"
"SERV","Serve Robotics Inc.","Specialty Industrial Machinery","542.75M"
"SES","SES AI Corporation","Auto Parts","378.43M"
"SEVN","Seven Hills Realty Trust","REIT - Mortgage","192.49M"
"SEZL","Sezzle Inc.","Credit Services","436.28M"
"SF","Stifel Financial Corp.","Capital Markets","8.38B"
"SFBC","Sound Financial Bancorp, Inc.","Banks - Regional","110.02M"
"SFBS","ServisFirst Bancshares, Inc.","Banks - Regional","4.12B"
"SFIX","Stitch Fix, Inc.","Apparel Retail","500.37M"
"SFL","SFL Corporation Ltd.","Marine Shipping","1.65B"
"SFM","Sprouts Farmers Market, Inc.","Grocery Stores","9.78B"
"SFNC","Simmons First National Corporation","Banks - Regional","2.49B"
"SFST","Southern First Bancshares, Inc.","Banks - Regional","256.59M"
"SFWL","Shengfeng Development Limited","Integrated Freight & Logistics","107.92M"
"SG","Sweetgreen, Inc.","Restaurants","3.01B"
"SGA","Saga Communications, Inc.","Broadcasting","94.14M"
"SGBX","Safe & Green Holdings Corp.","Metal Fabrication","2.04M"
"SGC","Superior Group of Companies, Inc.","Apparel Manufacturing","313.81M"
"SGD","Safe and Green Development Corporation","Real Estate - Development","4.51M"
"SGE","Strong Global Entertainment, Inc.","Computer Hardware","12.05M"
"SGH","SMART Global Holdings, Inc.","Semiconductors","1.07B"
"SGHC","Super Group (SGHC) Limited","Gambling","1.84B"
"SGHT","Sight Sciences, Inc.","Medical Devices","313.96M"
"SGLY","Singularity Future Technology Ltd.","Integrated Freight & Logistics","13.59M"
"SGMA","SigmaTron International, Inc.","Electronic Components","17.25M"
"SGML","Sigma Lithium Corporation","Other Industrial Metals & Mining","1.08B"
"SGMO","Sangamo Therapeutics, Inc.","Biotechnology","180.78M"
"SGMT","Sagimet Biosciences Inc.","Biotechnology","93.31M"
"SGN","Signing Day Sports, Inc.","Software - Application","3.07M"
"SGRP","SPAR Group, Inc.","Specialty Business Services","44.65M"
"SGRY","Surgery Partners, Inc.","Medical Care Facilities","3.69B"
"SGU","Star Group, L.P.","Oil & Gas Refining & Marketing","367.76M"
"SHAK","Shake Shack Inc.","Restaurants","3.82B"
"SHBI","Shore Bancshares, Inc.","Banks - Regional","446.19M"
"SHC","Sotera Health Company","Diagnostics & Research","3.74B"
"SHCO","Soho House & Co Inc.","Lodging","911.41M"
"SHCR","Sharecare, Inc.","Health Information Services","500.65M"
"SHEL","Shell plc","Oil & Gas Integrated","229.97B"
"SHEN","Shenandoah Telecommunications Company","Telecom Services","1.08B"
"SHFS","SHF Holdings, Inc.","Banks - Regional","34.42M"
"SHG","Shinhan Financial Group Co., Ltd.","Banks - Regional","20.86B"
"SHIM","Shimmick Corporation","Engineering & Construction","152.60M"
"SHIP","Seanergy Maritime Holdings Corp.","Marine Shipping","187.22M"
"SHLS","Shoals Technologies Group, Inc.","Solar","988.44M"
"SHLT","SHL Telemedicine Ltd.","Health Information Services","66.55M"
"SHMD","SCHMID Group N.V.","Shell Companies","208.98M"
"SHO","Sunstone Hotel Investors, Inc.","REIT - Hotel & Motel","2.02B"
"SHOO","Steven Madden, Ltd.","Footwear & Accessories","3.05B"
"SHOP","Shopify Inc.","Software - Application","70.14B"
"SHOT","Safety Shot Inc","Beverages - Non-Alcoholic","38.89M"
"SHPH","Shuttle Pharmaceuticals Holdings, Inc.","Drug Manufacturers - Specialty & Generic","6.21M"
"SHW","The Sherwin-Williams Company","Specialty Chemicals","87.60B"
"SHYF","The Shyft Group, Inc.","Farm & Heavy Construction Machinery","505.91M"
"SIBN","SI-BONE, Inc.","Medical Devices","607.77M"
"SID","Companhia Siderúrgica Nacional","Steel","2.64B"
"SIDU","Sidus Space, Inc.","Aerospace & Defense","9.43M"
"SIEB","Siebert Financial Corp.","Capital Markets","67.40M"
"SIF","SIFCO Industries, Inc.","Aerospace & Defense","20.67M"
"SIFY","Sify Technologies Limited","Telecom Services","74.30M"
"SIG","Signet Jewelers Limited","Luxury Goods","3.49B"
"SIGA","SIGA Technologies, Inc.","Drug Manufacturers - Specialty & Generic","618.77M"
"SIGI","Selective Insurance Group, Inc.","Insurance - Property & Casualty","5.31B"
"SII","Sprott Inc.","Asset Management","1.05B"
"SILA","Sila Realty Trust, Inc.","REIT - Healthcare Facilities","1.37B"
"SILC","Silicom Ltd.","Communication Equipment","72.82M"
"SILK","Silk Road Medical, Inc","Medical Devices","1.10B"
"SILO","Silo Pharma, Inc.","Biotechnology","7.80M"
"SILV","SilverCrest Metals Inc.","Other Precious Metals & Mining","1.29B"
"SIM","Grupo Simec, S.A.B. de C.V.","Steel","4.98B"
"SIMA","SIM Acquisition Corp. I","Shell Companies","265.60M"
"SIMO","Silicon Motion Technology Corporation","Semiconductors","2.09B"
"SING","SinglePoint Inc.","Solar","2.58M"
"SINT","Sintx Technologies, Inc.","Medical Devices","3.45M"
"SIRI","Sirius XM Holdings Inc.","Entertainment","12.00B"
"SISI","Shineco, Inc.","Farm Products","5.96M"
"SITC","SITE Centers Corp.","REIT - Retail","3.23B"
"SITE","SiteOne Landscape Supply, Inc.","Industrial Distribution","6.11B"
"SITM","SiTime Corporation","Semiconductors","2.60B"
"SJ","Scienjoy Holding Corporation","Broadcasting","41.86M"
"SJM","The J. M. Smucker Company","Packaged Foods","13.03B"
"SJT","San Juan Basin Royalty Trust","Oil & Gas Exploration & Production","178.98M"
"SJW","SJW Group","Utilities - Regulated Water","2.02B"
"SKE","Skeena Resources Limited","Other Industrial Metals & Mining","563.91M"
"SKGR","SK Growth Opportunities Corporation","Shell Companies","171.02M"
"SKIL","Skillsoft Corp.","Education & Training Services","125.12M"
"SKIN","The Beauty Health Company","Household & Personal Products","192.87M"
"SKLZ","Skillz Inc.","Electronic Gaming & Multimedia","130.65M"
"SKM","SK Telecom Co., Ltd.","Telecom Services","8.53B"
"SKT","Tanger Inc.","REIT - Retail","3.06B"
"SKWD","Skyward Specialty Insurance Group, Inc.","Insurance - Property & Casualty","1.57B"
"SKX","Skechers U.S.A., Inc.","Footwear & Accessories","9.07B"
"SKY","Skyline Champion Corporation","Residential Construction","4.37B"
"SKYE","Skye Bioscience, Inc.","Biotechnology","152.41M"
"SKYH","Sky Harbour Group Corporation","Aerospace & Defense","610.17M"
"SKYT","SkyWater Technology, Inc.","Semiconductors","300.67M"
"SKYW","SkyWest, Inc.","Airlines","2.88B"
"SKYX","SKYX Platforms Corp.","Electrical Equipment & Parts","100.17M"
"SLAB","Silicon Laboratories Inc.","Semiconductors","3.36B"
"SLAM","Slam Corp.","Shell Companies","261.50M"
"SLB","Schlumberger Limited","Oil & Gas Equipment & Services","63.79B"
"SLDB","Solid Biosciences Inc.","Biotechnology","301.28M"
"SLDP","Solid Power, Inc.","Auto Parts","292.13M"
"SLE","Super League Enterprise, Inc.","Internet Content & Information","7.94M"
"SLF","Sun Life Financial Inc.","Insurance - Diversified","27.92B"
"SLG","SL Green Realty Corp.","REIT - Office","4.08B"
"SLGL","Sol-Gel Technologies Ltd.","Biotechnology","11.45M"
"SLGN","Silgan Holdings Inc.","Packaging & Containers","5.47B"
"SLI","Standard Lithium Ltd.","Other Industrial Metals & Mining","216.49M"
"SLM","SLM Corporation","Credit Services","4.53B"
"SLN","Silence Therapeutics plc","Biotechnology","877.96M"
"SLND","Southland Holdings, Inc.","Engineering & Construction","168.57M"
"SLNG","Stabilis Solutions, Inc.","Oil & Gas Integrated","72.48M"
"SLNH","Soluna Holdings, Inc.","Capital Markets","23.19M"
"SLNO","Soleno Therapeutics, Inc.","Biotechnology","1.77B"
"SLP","Simulations Plus, Inc.","Health Information Services","772.30M"
"SLQT","SelectQuote, Inc.","Insurance Brokers","620.81M"
"SLRC","SLR Investment Corp.","Asset Management","823.77M"
"SLRN","Acelyrin, Inc.","Biotechnology","545.14M"
"SLRX","Salarius Pharmaceuticals, Inc.","Biotechnology","1.31M"
"SLS","SELLAS Life Sciences Group, Inc.","Biotechnology","69.31M"
"SLSR","Solaris Resources Inc.","Other Precious Metals & Mining","346.91M"
"SLVM","Sylvamo Corporation","Paper & Paper Products","2.84B"
"SM","SM Energy Company","Oil & Gas Exploration & Production","4.70B"
"SMAR","Smartsheet Inc.","Software - Application","6.36B"
"SMBC","Southern Missouri Bancorp, Inc.","Banks - Regional","594.11M"
"SMBK","SmartFinancial, Inc.","Banks - Regional","463.26M"
"SMC","Summit Midstream Corp.","Oil & Gas Midstream","405.18M"
"SMCI","Super Micro Computer, Inc.","Computer Hardware","36.58B"
"SMFG","Sumitomo Mitsui Financial Group, Inc.","Banks - Diversified","81.08B"
"SMFL","Smart for Life, Inc.","Packaged Foods","400.30K"
"SMG","The Scotts Miracle-Gro Company","Agricultural Inputs","4.07B"
"SMHI","SEACOR Marine Holdings Inc.","Marine Shipping","310.52M"
"SMID","Smith-Midland Corporation","Building Materials","174.79M"
"SMLR","Semler Scientific, Inc.","Medical Devices","205.62M"
"SMMT","Summit Therapeutics Inc.","Biotechnology","7.31B"
"SMP","Standard Motor Products, Inc.","Auto Parts","713.12M"
"SMPL","The Simply Good Foods Company","Packaged Foods","3.42B"
"SMR","NuScale Power Corporation","Specialty Industrial Machinery","760.55M"
"SMRT","SmartRent, Inc.","Software - Application","345.13M"
"SMSI","Smith Micro Software, Inc.","Software - Application","21.04M"
"SMTC","Semtech Corporation","Semiconductors","1.97B"
"SMTI","Sanara MedTech Inc.","Medical Instruments & Supplies","247.54M"
"SMTK","SmartKem, Inc.","Semiconductor Equipment & Materials","11.48M"
"SMWB","Similarweb Ltd.","Software - Application","494.72M"
"SMX","SMX (Security Matters) PLC","Specialty Business Services","307.90K"
"SMXT","Solarmax Technology Inc.","Solar","187.13M"
"SN","SharkNinja, Inc.","Furnishings, Fixtures & Appliances","10.54B"
"SNA","Snap-on Incorporated","Tools & Accessories","14.58B"
"SNAL","Snail, Inc.","Electronic Gaming & Multimedia","28.81M"
"SNAP","Snap Inc.","Internet Content & Information","15.37B"
"SNAX","Stryve Foods, Inc.","Packaged Foods","5.26M"
"SNBR","Sleep Number Corporation","Furnishings, Fixtures & Appliances","270.14M"
"SNCR","Synchronoss Technologies, Inc.","Software - Infrastructure","107.92M"
"SNCY","Sun Country Airlines Holdings, Inc.","Airlines","580.83M"
"SND","Smart Sand, Inc.","Oil & Gas Equipment & Services","84.30M"
"SNDA","Sonida Senior Living, Inc.","Medical Care Facilities","421.39M"
"SNDL","SNDL Inc.","Beverages - Wineries & Distilleries","557.64M"
"SNDR","Schneider National, Inc.","Trucking","4.86B"
"SNDX","Syndax Pharmaceuticals, Inc.","Biotechnology","1.79B"
"SNES","SenesTech, Inc.","Specialty Chemicals","2.22M"
"SNEX","StoneX Group Inc.","Capital Markets","2.46B"
"SNFCA","Security National Financial Corporation","Mortgage Finance","187.89M"
"SNGX","Soligenix, Inc.","Biotechnology","9.05M"
"SNN","Smith & Nephew plc","Medical Devices","13.28B"
"SNOA","Sonoma Pharmaceuticals, Inc.","Drug Manufacturers - Specialty & Generic","6.10M"
"SNOW","Snowflake Inc.","Software - Application","40.10B"
"SNPS","Synopsys, Inc.","Software - Infrastructure","77.49B"
"SNPX","Synaptogenix, Inc.","Biotechnology","4.65M"
"SNSE","Sensei Biotherapeutics, Inc.","Biotechnology","16.30M"
"SNT","Senstar Technologies Ltd.","Security & Protection Services","38.09M"
"SNTG","Sentage Holdings Inc.","Credit Services","6.68M"
"SNTI","Senti Biosciences, Inc.","Biotechnology","9.43M"
"SNV","Synovus Financial Corp.","Banks - Regional","6.15B"
"SNX","TD SYNNEX Corporation","Electronics & Computer Distribution","9.70B"
"SNY","Sanofi","Drug Manufacturers - General","132.97B"
"SO","The Southern Company","Utilities - Regulated Electric","96.86B"
"SOAR","Volato Group, Inc.","Airports & Air Services","15.64M"
"SOBR","SOBR Safe, Inc.","Scientific & Technical Instruments","3.64M"
"SOC","Sable Offshore Corp.","Oil & Gas Drilling","917.54M"
"SOFI","SoFi Technologies, Inc.","Credit Services","7.03B"
"SOGP","Sound Group Inc.","Internet Content & Information","11.30M"
"SOHO","Sotherly Hotels Inc.","REIT - Hotel & Motel","24.50M"
"SOHU","Sohu.com Limited","Electronic Gaming & Multimedia","480.20M"
"SOI","Solaris Oilfield Infrastructure, Inc.","Oil & Gas Equipment & Services","361.04M"
"SOL","Emeren Group Ltd","Solar","98.96M"
"SOLV","Solventum Corporation","Health Information Services","9.90B"
"SON","Sonoco Products Company","Packaging & Containers","5.07B"
"SOND","Sonder Holdings Inc.","Lodging","27.66M"
"SONM","Sonim Technologies, Inc.","Communication Equipment","15.65M"
"SONN","Sonnet BioTherapeutics Holdings, Inc.","Biotechnology","4.08M"
"SONO","Sonos, Inc.","Consumer Electronics","1.54B"
"SONY","Sony Group Corporation","Consumer Electronics","98.65B"
"SOPA","Society Pass Incorporated","Software - Application","4.07M"
"SOPH","SOPHiA GENETICS SA","Health Information Services","290.92M"
"SOS","SOS Limited","Capital Markets","16.35M"
"SOTK","Sono-Tek Corporation","Scientific & Technical Instruments","59.54M"
"SOUN","SoundHound AI, Inc.","Software - Application","1.52B"
"SOWG","Sow Good Inc.","Packaged Foods","177.80M"
"SPB","Spectrum Brands Holdings, Inc.","Household & Personal Products","2.32B"
"SPCB","SuperCom Ltd.","Security & Protection Services","7.25M"
"SPCE","Virgin Galactic Holdings, Inc.","Aerospace & Defense","123.61M"
"SPEC","Spectaire Holdings Inc.","Pollution & Treatment Controls","5.47M"
"SPFI","South Plains Financial, Inc.","Banks - Regional","505.88M"
"SPG","Simon Property Group, Inc.","REIT - Retail","49.24B"
"SPGC","Sacks Parente Golf, Inc.","Leisure","7.75M"
"SPGI","S&P Global Inc.","Financial Data & Stock Exchanges","152.13B"
"SPH","Suburban Propane Partners, L.P.","Utilities - Regulated Gas","1.16B"
"SPHR","Sphere Entertainment Co.","Entertainment","1.39B"
"SPI","SPI Energy Co., Ltd.","Solar","10.11M"
"SPIR","Spire Global, Inc.","Specialty Business Services","292.54M"
"SPKL","Spark I Acquisition Corp. Class A Ordinary Share","Shell Companies","171.12M"
"SPLP","Steel Partners Holdings L.P.","Conglomerates","748.43M"
"SPMC","Sound Point Meridian Capital Inc","Other","-"
"SPNS","Sapiens International Corporation N.V.","Software - Application","1.99B"
"SPNT","SiriusPoint Ltd.","Insurance - Reinsurance","2.49B"
"SPOK","Spok Holdings, Inc.","Health Information Services","300.11M"
"SPOT","Spotify Technology S.A.","Internet Content & Information","64.72B"
"SPPL","Simpple Ltd.","Software - Application","5.10M"
"SPPP","Sprott Physical Platinum and Palladium Trust","Asset Management","132.52M"
"SPR","Spirit AeroSystems Holdings, Inc.","Aerospace & Defense","4.00B"
"SPRB","Spruce Biosciences, Inc.","Biotechnology","19.98M"
"SPRC","SciSparc Ltd.","Biotechnology","906.94K"
"SPRO","Spero Therapeutics, Inc.","Biotechnology","70.72M"
"SPRU","Spruce Power Holding Corporation","Solar","62.91M"
"SPRY","ARS Pharmaceuticals, Inc.","Biotechnology","959.26M"
"SPSC","SPS Commerce, Inc.","Software - Infrastructure","7.44B"
"SPT","Sprout Social, Inc.","Software - Application","1.86B"
"SPTN","SpartanNash Company","Food Distribution","698.85M"
"SPWH","Sportsman's Warehouse Holdings, Inc.","Specialty Retail","88.71M"
"SPWR","SunPower Corporation","Solar","190.08M"
"SPXC","SPX Technologies, Inc.","Building Products & Equipment","6.69B"
"SQ","Block, Inc.","Software - Infrastructure","37.26B"
"SQFT","Presidio Property Trust, Inc.","REIT - Diversified","10.12M"
"SQM","Sociedad Química y Minera de Chile S.A.","Specialty Chemicals","10.26B"
"SQNS","Sequans Communications S.A.","Semiconductors","30.61M"
"SQSP","Squarespace, Inc.","Software - Infrastructure","6.07B"
"SR","Spire Inc.","Utilities - Regulated Gas","3.82B"
"SRAD","Sportradar Group AG","Software - Application","3.18B"
"SRBK","SR Bancorp, Inc.","Banks - Regional","91.99M"
"SRCE","1st Source Corporation","Banks - Regional","1.49B"
"SRCL","Stericycle, Inc.","Waste Management","5.46B"
"SRDX","Surmodics, Inc.","Medical Devices","588.31M"
"SRE","Sempra","Utilities - Diversified","51.73B"
"SRFM","Surf Air Mobility Inc.","Airlines","26.03M"
"SRG","Seritage Growth Properties","Real Estate Services","282.47M"
"SRI","Stoneridge, Inc.","Auto Parts","456.96M"
"SRL","Scully Royalty Ltd.","Capital Markets","112.80M"
"SRM","SRM Entertainment, Inc.","Leisure","10.22M"
"SRPT","Sarepta Therapeutics, Inc.","Biotechnology","13.61B"
"SRRK","Scholar Rock Holding Corporation","Biotechnology","694.66M"
"SRTS","Sensus Healthcare, Inc.","Medical Devices","98.52M"
"SRZN","Surrozen, Inc.","Biotechnology","24.52M"
